0,0.22,0.24,6,1,http://10.125.5.88:55387/share/node1.txt
0,0.22,0.24,5,0,http://10.125.5.87:36700/share/node0.txt
1,0.24,0.25,6,1,http://10.125.5.88:55387/share/node1.txt
1,0.24,0.25,5,0,http://10.125.5.87:36700/share/node0.txt
1,0.24,0.25,5,2,http://10.125.5.89:45733/share/node2.txt
2,0.25,0.26,6,1,http://10.125.5.88:55387/share/node1.txt
2,0.25,0.26,5,0,http://10.125.5.87:36700/share/node0.txt
2,0.25,0.26,5,2,http://10.125.5.89:45733/share/node2.txt
2,0.25,0.27,4,3,http://10.125.5.90:34296/share/node3.txt
3,0.27,0.28,6,1,http://10.125.5.88:55387/share/node1.txt
3,0.27,0.28,6,4,http://10.125.5.91:51841/share/node4.txt
3,0.27,0.29,5,0,http://10.125.5.87:36700/share/node0.txt
3,0.27,0.29,5,2,http://10.125.5.89:45733/share/node2.txt
3,0.27,0.29,5,3,http://10.125.5.90:34296/share/node3.txt
4,0.29,0.3,6,1,http://10.125.5.88:55387/share/node1.txt
4,0.29,0.3,6,4,http://10.125.5.91:51841/share/node4.txt
4,0.29,0.3,5,0,http://10.125.5.87:36700/share/node0.txt
4,0.29,0.31,5,2,http://10.125.5.89:45733/share/node2.txt
4,0.29,0.31,5,3,http://10.125.5.90:34296/share/node3.txt
4,0.29,0.31,5,5,http://10.125.5.92:51788/share/node5.txt
5,0.32,0.32,6,1,http://10.125.5.88:55387/share/node1.txt
5,0.32,0.32,6,4,http://10.125.5.91:51841/share/node4.txt
5,0.32,0.32,5,0,http://10.125.5.87:36700/share/node0.txt
5,0.32,0.33,5,2,http://10.125.5.89:45733/share/node2.txt
5,0.32,0.33,5,3,http://10.125.5.90:34296/share/node3.txt
5,0.32,0.33,5,5,http://10.125.5.92:51788/share/node5.txt
6,0.33,0.34,6,1,http://10.125.5.88:55387/share/node1.txt
6,0.33,0.34,6,4,http://10.125.5.91:51841/share/node4.txt
6,0.33,0.34,5,0,http://10.125.5.87:36700/share/node0.txt
6,0.33,0.35,5,2,http://10.125.5.89:45733/share/node2.txt
6,0.33,0.35,5,3,http://10.125.5.90:34296/share/node3.txt
6,0.33,0.35,5,5,http://10.125.5.92:51788/share/node5.txt
6,0.33,0.35,4,6,http://10.125.5.93:58100/share/node6.txt
6,0.33,0.35,4,6,http://10.125.5.96:44984/share/node9.txt
7,0.35,0.37,6,1,http://10.125.5.88:55387/share/node1.txt
7,0.35,0.37,6,4,http://10.125.5.91:51841/share/node4.txt
7,0.35,0.37,5,0,http://10.125.5.87:36700/share/node0.txt
7,0.35,0.37,5,2,http://10.125.5.89:45733/share/node2.txt
7,0.35,0.38,5,3,http://10.125.5.90:34296/share/node3.txt
7,0.35,0.38,5,5,http://10.125.5.92:51788/share/node5.txt
7,0.35,0.38,4,6,http://10.125.5.93:58100/share/node6.txt
7,0.35,0.38,4,7,http://10.125.5.94:38368/share/node7.txt
7,0.35,0.38,4,6,http://10.125.5.96:44984/share/node9.txt
