0,1324155984.84,1324155984.91,1,1,http://10.125.5.141:47568/share/node1.txt
1,1324155985.79,1324155985.79,1,1,http://10.125.5.141:47568/share/node1.txt
1,1324155985.79,1324155985.81,2,2,http://10.125.5.153:35688/share/node2.txt
2,1324155986.83,1324155986.84,1,1,http://10.125.5.141:47568/share/node1.txt
2,1324155986.83,1324155986.85,2,2,http://10.125.5.153:35688/share/node2.txt
2,1324155986.83,1324155986.87,3,3,http://10.125.5.162:42422/share/node3.txt
3,1324155988.18,1324155988.19,1,1,http://10.125.5.141:47568/share/node1.txt
3,1324155988.18,1324155988.19,1,4,http://10.125.5.173:56094/share/node4.txt
3,1324155988.18,1324155988.2,2,2,http://10.125.5.153:35688/share/node2.txt
3,1324155988.18,1324155988.21,2,3,http://10.125.5.162:42422/share/node3.txt
4,1324155988.82,1324155988.83,1,1,http://10.125.5.141:47568/share/node1.txt
4,1324155988.82,1324155988.84,1,4,http://10.125.5.173:56094/share/node4.txt
4,1324155988.82,1324155988.84,2,2,http://10.125.5.153:35688/share/node2.txt
4,1324155988.82,1324155988.85,2,3,http://10.125.5.162:42422/share/node3.txt
4,1324155988.82,1324155988.85,2,5,http://10.125.5.174:44480/share/node5.txt
5,1324155989.82,1324155989.83,1,1,http://10.125.5.141:47568/share/node1.txt
5,1324155989.82,1324155989.83,1,4,http://10.125.5.173:56094/share/node4.txt
5,1324155989.82,1324155989.84,2,2,http://10.125.5.153:35688/share/node2.txt
5,1324155989.82,1324155989.85,2,5,http://10.125.5.174:44480/share/node5.txt
5,1324155989.82,1324155989.85,2,3,http://10.125.5.162:42422/share/node3.txt
5,1324155989.82,1324155989.86,3,6,http://10.125.5.189:53643/share/node6.txt
6,1324155991.93,1324155991.94,1,1,http://10.125.5.141:47568/share/node1.txt
6,1324155991.93,1324155991.95,1,4,http://10.125.5.173:56094/share/node4.txt
6,1324155991.93,1324155991.95,2,2,http://10.125.5.153:35688/share/node2.txt
6,1324155991.93,1324155991.97,2,5,http://10.125.5.174:44480/share/node5.txt
6,1324155991.93,1324155991.98,2,3,http://10.125.5.162:42422/share/node3.txt
6,1324155991.93,1324155991.99,3,6,http://10.125.5.189:53643/share/node6.txt
6,1324155991.93,1324155992.0,3,7,http://10.125.5.207:54459/share/node7.txt
6,1324155991.93,1324155992.01,4,8,http://10.125.6.5:35391/share/node9.txt
7,1324155992.84,1324155992.85,1,1,http://10.125.5.141:47568/share/node1.txt
7,1324155992.84,1324155992.86,1,4,http://10.125.5.173:56094/share/node4.txt
7,1324155992.84,1324155992.86,2,2,http://10.125.5.153:35688/share/node2.txt
7,1324155992.84,1324155992.87,2,5,http://10.125.5.174:44480/share/node5.txt
7,1324155992.84,1324155992.88,2,3,http://10.125.5.162:42422/share/node3.txt
7,1324155992.84,1324155992.89,2,8,http://10.125.6.5:35391/share/node9.txt
7,1324155992.84,1324155992.89,3,6,http://10.125.5.189:53643/share/node6.txt
7,1324155992.84,1324155992.9,3,7,http://10.125.5.207:54459/share/node7.txt
7,1324155992.84,1324155992.91,3,9,http://10.125.6.12:59862/share/node10.txt
8,1324155993.82,1324155993.83,1,1,http://10.125.5.141:47568/share/node1.txt
8,1324155993.82,1324155993.84,1,4,http://10.125.5.173:56094/share/node4.txt
8,1324155993.82,1324155993.84,2,2,http://10.125.5.153:35688/share/node2.txt
8,1324155993.82,1324155993.85,2,3,http://10.125.5.162:42422/share/node3.txt
8,1324155993.82,1324155993.85,2,5,http://10.125.5.174:44480/share/node5.txt
8,1324155993.82,1324155993.86,2,8,http://10.125.6.5:35391/share/node9.txt
8,1324155993.82,1324155993.86,3,6,http://10.125.5.189:53643/share/node6.txt
8,1324155993.82,1324155993.86,3,7,http://10.125.5.207:54459/share/node7.txt
8,1324155993.82,1324155993.88,3,9,http://10.125.6.12:59862/share/node10.txt
8,1324155993.82,1324155993.89,4,10,http://10.125.6.17:37039/share/node11.txt
9,1324155994.46,1324155994.47,1,1,http://10.125.5.141:47568/share/node1.txt
9,1324155994.46,1324155994.47,1,4,http://10.125.5.173:56094/share/node4.txt
9,1324155994.46,1324155994.48,2,5,http://10.125.5.174:44480/share/node5.txt
9,1324155994.46,1324155994.49,2,2,http://10.125.5.153:35688/share/node2.txt
9,1324155994.46,1324155994.49,2,3,http://10.125.5.162:42422/share/node3.txt
9,1324155994.46,1324155994.49,2,8,http://10.125.6.5:35391/share/node9.txt
9,1324155994.46,1324155994.5,3,6,http://10.125.5.189:53643/share/node6.txt
9,1324155994.46,1324155994.5,3,9,http://10.125.6.12:59862/share/node10.txt
9,1324155994.46,1324155994.5,3,7,http://10.125.5.207:54459/share/node7.txt
9,1324155994.46,1324155994.52,4,10,http://10.125.6.17:37039/share/node11.txt
10,1324155995.18,1324155995.19,1,1,http://10.125.5.141:47568/share/node1.txt
10,1324155995.18,1324155995.2,1,4,http://10.125.5.173:56094/share/node4.txt
10,1324155995.18,1324155995.2,2,2,http://10.125.5.153:35688/share/node2.txt
10,1324155995.18,1324155995.21,2,5,http://10.125.5.174:44480/share/node5.txt
10,1324155995.18,1324155995.21,2,3,http://10.125.5.162:42422/share/node3.txt
10,1324155995.18,1324155995.22,2,8,http://10.125.6.5:35391/share/node9.txt
10,1324155995.18,1324155995.23,3,6,http://10.125.5.189:53643/share/node6.txt
10,1324155995.18,1324155995.24,3,9,http://10.125.6.12:59862/share/node10.txt
10,1324155995.18,1324155995.24,3,7,http://10.125.5.207:54459/share/node7.txt
10,1324155995.18,1324155995.25,4,10,http://10.125.6.17:37039/share/node11.txt
10,1324155995.18,1324155995.26,4,11,http://10.125.5.218:55296/share/node8.txt
11,1324155996.75,1324155996.76,1,1,http://10.125.5.141:47568/share/node1.txt
11,1324155996.75,1324155996.77,1,4,http://10.125.5.173:56094/share/node4.txt
11,1324155996.75,1324155996.77,2,2,http://10.125.5.153:35688/share/node2.txt
11,1324155996.75,1324155996.78,2,5,http://10.125.5.174:44480/share/node5.txt
11,1324155996.75,1324155996.78,2,3,http://10.125.5.162:42422/share/node3.txt
11,1324155996.75,1324155996.79,2,8,http://10.125.6.5:35391/share/node9.txt
11,1324155996.75,1324155996.79,3,6,http://10.125.5.189:53643/share/node6.txt
11,1324155996.75,1324155996.8,3,9,http://10.125.6.12:59862/share/node10.txt
11,1324155996.75,1324155996.81,3,7,http://10.125.5.207:54459/share/node7.txt
11,1324155996.75,1324155996.82,3,12,http://10.125.6.21:49397/share/node12.txt
11,1324155996.75,1324155996.82,4,10,http://10.125.6.17:37039/share/node11.txt
11,1324155996.75,1324155996.83,4,13,http://10.125.7.140:41025/share/node14.txt
11,1324155996.75,1324155996.84,4,11,http://10.125.5.218:55296/share/node8.txt
12,1324155997.82,1324155997.83,1,1,http://10.125.5.141:47568/share/node1.txt
12,1324155997.82,1324155997.84,1,4,http://10.125.5.173:56094/share/node4.txt
12,1324155997.82,1324155997.84,2,2,http://10.125.5.153:35688/share/node2.txt
12,1324155997.82,1324155997.85,2,3,http://10.125.5.162:42422/share/node3.txt
12,1324155997.82,1324155997.86,2,5,http://10.125.5.174:44480/share/node5.txt
12,1324155997.82,1324155997.86,2,8,http://10.125.6.5:35391/share/node9.txt
12,1324155997.82,1324155997.87,3,6,http://10.125.5.189:53643/share/node6.txt
12,1324155997.82,1324155997.88,3,7,http://10.125.5.207:54459/share/node7.txt
12,1324155997.82,1324155997.89,3,9,http://10.125.6.12:59862/share/node10.txt
12,1324155997.82,1324155997.89,3,12,http://10.125.6.21:49397/share/node12.txt
12,1324155997.82,1324155997.9,4,11,http://10.125.5.218:55296/share/node8.txt
12,1324155997.82,1324155997.91,4,10,http://10.125.6.17:37039/share/node11.txt
12,1324155997.82,1324155997.92,4,13,http://10.125.7.140:41025/share/node14.txt
12,1324155997.82,1324155997.93,5,14,http://10.125.5.87:49998/share/node15.txt
13,1324155998.8,1324155998.81,1,1,http://10.125.5.141:47568/share/node1.txt
13,1324155998.8,1324155998.81,1,4,http://10.125.5.173:56094/share/node4.txt
13,1324155998.8,1324155998.82,2,2,http://10.125.5.153:35688/share/node2.txt
13,1324155998.8,1324155998.83,2,3,http://10.125.5.162:42422/share/node3.txt
13,1324155998.8,1324155998.84,2,5,http://10.125.5.174:44480/share/node5.txt
13,1324155998.8,1324155998.85,2,8,http://10.125.6.5:35391/share/node9.txt
13,1324155998.8,1324155998.86,3,6,http://10.125.5.189:53643/share/node6.txt
13,1324155998.8,1324155998.89,3,7,http://10.125.5.207:54459/share/node7.txt
13,1324155998.8,1324155998.9,3,9,http://10.125.6.12:59862/share/node10.txt
13,1324155998.8,1324155998.9,3,12,http://10.125.6.21:49397/share/node12.txt
14,1324155998.87,1324155998.91,1,1,http://10.125.5.141:47568/share/node1.txt
14,1324155998.87,1324155998.92,1,4,http://10.125.5.173:56094/share/node4.txt
13,1324155998.8,1324155998.93,4,11,http://10.125.5.218:55296/share/node8.txt
13,1324155998.8,1324155998.93,4,10,http://10.125.6.17:37039/share/node11.txt
14,1324155998.87,1324155998.95,2,2,http://10.125.5.153:35688/share/node2.txt
13,1324155998.8,1324155998.95,4,13,http://10.125.7.140:41025/share/node14.txt
14,1324155998.87,1324155998.96,2,5,http://10.125.5.174:44480/share/node5.txt
14,1324155998.87,1324155998.97,2,3,http://10.125.5.162:42422/share/node3.txt
14,1324155998.87,1324155998.98,2,8,http://10.125.6.5:35391/share/node9.txt
13,1324155998.8,1324155998.99,5,15,http://10.125.5.192:54155/share/node16.txt
13,1324155998.8,1324155999.0,5,14,http://10.125.5.87:49998/share/node15.txt
14,1324155998.87,1324155999.0,3,6,http://10.125.5.189:53643/share/node6.txt
14,1324155998.87,1324155999.01,3,9,http://10.125.6.12:59862/share/node10.txt
14,1324155998.87,1324155999.02,3,7,http://10.125.5.207:54459/share/node7.txt
14,1324155998.87,1324155999.03,3,12,http://10.125.6.21:49397/share/node12.txt
13,1324155998.8,1324155999.04,6,16,http://10.125.6.221:37194/share/node13.txt
14,1324155998.87,1324155999.05,4,10,http://10.125.6.17:37039/share/node11.txt
14,1324155998.87,1324155999.06,4,13,http://10.125.7.140:41025/share/node14.txt
14,1324155998.87,1324155999.06,4,11,http://10.125.5.218:55296/share/node8.txt
14,1324155998.87,1324155999.07,4,16,http://10.125.6.221:37194/share/node13.txt
14,1324155998.87,1324155999.08,5,14,http://10.125.5.87:49998/share/node15.txt
14,1324155998.87,1324155999.08,5,15,http://10.125.5.192:54155/share/node16.txt
15,1324155999.82,1324155999.84,1,1,http://10.125.5.141:47568/share/node1.txt
15,1324155999.82,1324155999.84,1,4,http://10.125.5.173:56094/share/node4.txt
15,1324155999.82,1324155999.85,1,16,http://10.125.6.221:37194/share/node13.txt
15,1324155999.82,1324155999.86,2,3,http://10.125.5.162:42422/share/node3.txt
15,1324155999.82,1324155999.87,2,2,http://10.125.5.153:35688/share/node2.txt
15,1324155999.82,1324155999.88,2,5,http://10.125.5.174:44480/share/node5.txt
15,1324155999.82,1324155999.88,2,8,http://10.125.6.5:35391/share/node9.txt
15,1324155999.82,1324155999.89,2,15,http://10.125.5.192:54155/share/node16.txt
15,1324155999.82,1324155999.9,2,12,http://10.125.6.21:49397/share/node12.txt
15,1324155999.82,1324155999.91,3,7,http://10.125.5.207:54459/share/node7.txt
15,1324155999.82,1324155999.92,3,6,http://10.125.5.189:53643/share/node6.txt
15,1324155999.82,1324155999.93,3,9,http://10.125.6.12:59862/share/node10.txt
15,1324155999.82,1324155999.94,3,11,http://10.125.5.218:55296/share/node8.txt
15,1324155999.82,1324155999.95,3,14,http://10.125.5.87:49998/share/node15.txt
15,1324155999.82,1324155999.95,3,13,http://10.125.7.140:41025/share/node14.txt
15,1324155999.82,1324155999.96,4,10,http://10.125.6.17:37039/share/node11.txt
15,1324155999.82,1324155999.98,4,17,http://10.125.5.70:53851/share/node17.txt
16,1324156000.78,1324156000.8,1,1,http://10.125.5.141:47568/share/node1.txt
16,1324156000.78,1324156000.8,1,4,http://10.125.5.173:56094/share/node4.txt
16,1324156000.78,1324156000.8,1,16,http://10.125.6.221:37194/share/node13.txt
16,1324156000.78,1324156000.81,2,2,http://10.125.5.153:35688/share/node2.txt
16,1324156000.78,1324156000.82,2,3,http://10.125.5.162:42422/share/node3.txt
16,1324156000.78,1324156000.82,2,15,http://10.125.5.192:54155/share/node16.txt
