216,1.56331808892,2.82999992371,4.39545454545,8,218
217,1.46520365849,2.71000003815,4.40271493213,8,218
214,1.52655971488,2.59000015259,4.36697247706,8,218
215,1.47251153428,2.62000012398,4.38356164384,8,218
212,1.40069760833,2.28999996185,4.33023255814,7,182
213,1.52583329324,2.37999987602,4.33796296296,7,182
210,1.38070415107,2.56999993324,4.30516431925,7,182
211,1.58660474711,2.58000016212,4.33488372093,8,215
165,0.360714366039,0.769999980927,4.0119047619,7,154
218,1.72126129404,3.09000015259,4.40990990991,8,218
219,1.61488798167,2.75999999046,4.42600896861,8,218
133,0.676985239281,1.09999990463,3.71323529412,6,118
132,0.629999886619,1.01999998093,3.71111111111,6,118
131,0.692014921957,1.20000004768,3.70895522388,7,134
130,0.704435972343,1.09999990463,3.6992481203,6,118
137,0.467338152069,0.75,3.74100719424,6,118
136,0.31381304144,0.700000047684,3.75539568345,7,139
135,0.294452675938,0.570000171661,3.71532846715,6,118
134,0.730588280103,1.05999994278,3.70588235294,6,118
139,0.316056310291,0.69000005722,3.77464788732,7,142
138,0.31735706159,0.609999895096,3.74285714286,6,118
166,0.560416724001,0.890000104904,4.0119047619,7,154
24,0.0527999973297,0.0900001525879,2.6,4,23
25,0.080370426178,0.150000095367,2.81481481481,6,27
26,0.0846428956304,0.160000085831,2.75,5,26
27,0.132413847693,0.230000019073,2.79310344828,5,26
20,0.10608701084,0.22000002861,2.5652173913,5,23
21,0.174347742744,0.269999980927,2.52173913043,4,22
22,0.118333379428,0.22000002861,2.54166666667,4,22
23,0.070400056839,0.130000114441,2.6,4,23
160,0.38604927946,0.769999980927,3.93209876543,7,154
28,0.147333351771,0.27999997139,2.83333333333,5,26
29,0.135806491298,0.259999990463,2.83870967742,5,26
161,0.365705409664,0.709999799728,3.94478527607,7,154
0,0.0700001716614,0.0700001716614,1.0,1,1
4,0.0219999790192,0.0299999713898,1.6,2,2
8,0.0360000133514,0.0700001716614,2.3,4,10
163,0.347515233358,0.670000076294,3.96363636364,7,154
119,0.26297510754,0.509999990463,3.69421487603,6,118
120,0.263688544758,0.509999990463,3.70491803279,6,118
121,0.268536581257,0.549999952316,3.70731707317,6,118
122,0.483679880142,0.879999876022,3.72,6,118
123,1.5526983473,4.25,3.71428571429,6,118
124,3.89275590454,4.25999999046,3.71653543307,6,118
125,0.594015834838,0.94000005722,3.70078740157,6,118
126,0.561796782538,0.929999828339,3.6875,6,118
127,0.589846119514,0.950000047684,3.69230769231,6,118
128,0.594656520217,0.960000038147,3.70229007634,6,118
129,0.60204554146,1.00999999046,3.69696969697,6,118
167,0.380059201336,0.730000019073,4.02958579882,7,154
118,0.442166572809,0.689999818802,3.68333333333,6,118
59,0.172742043772,0.370000123978,3.79032258065,7,58
58,0.136000084877,0.259999990463,3.71666666667,7,58
55,0.144310429178,0.320000171661,3.65517241379,7,58
54,0.11357152462,0.22000002861,3.55357142857,6,42
57,0.130169577518,0.259999990463,3.69491525424,7,58
56,0.232241379804,0.370000123978,3.65517241379,7,58
51,0.127169896972,0.240000009537,3.43396226415,6,42
50,0.208461532226,0.319999933243,3.40384615385,6,42
53,0.121454637701,0.230000019073,3.52727272727,6,42
52,0.120000097487,0.230000019073,3.48148148148,6,42
164,0.381807239659,0.759999990463,3.98192771084,7,154
201,1.35872538066,2.37999987602,4.25490196078,7,182
199,1.44694580468,2.38000011444,4.25615763547,7,182
179,0.500663027579,0.860000133514,4.13259668508,7,154
200,1.35231521212,2.38999986649,4.25123152709,7,182
195,1.43698503504,2.46000003815,4.22110552764,7,154
194,1.30449490114,2.39999985695,4.21717171717,8,198
197,1.38751247392,2.37000012398,4.23383084577,7,154
178,0.867611032062,1.28999996185,4.12222222222,7,166
191,1.08402066255,1.84000015259,4.19072164948,7,182
190,1.10316056291,1.80999994278,4.19689119171,7,154
193,1.35355336412,2.34000015259,4.20812182741,7,182
192,1.19589736034,2.01999998093,4.19487179487,7,182
115,0.254444521717,0.5,3.64957264957,6,90
114,0.258706836865,0.5,3.63793103448,6,103
88,0.196777688132,0.369999885559,3.33333333333,6,90
89,0.207362547026,0.389999866486,3.35164835165,6,90
111,0.370619537556,0.580000162125,3.61061946903,6,90
110,0.26410711876,0.519999980927,3.61607142857,6,90
113,0.377999956711,0.629999876022,3.6347826087,6,102
112,0.267982518464,0.52999997139,3.62280701754,6,103
82,0.198571548575,0.380000114441,3.22619047619,5,38
83,0.255058731752,0.439999818802,3.23529411765,5,54
80,0.266951101582,0.449999809265,3.21951219512,5,54
81,0.215542304947,0.400000095367,3.22891566265,5,54
86,0.195227200335,0.379999876022,3.28409090909,5,39
87,0.196966203411,0.369999885559,3.30337078652,5,26
84,0.188255712043,0.359999895096,3.25581395349,5,54
85,0.200574611795,0.369999885559,3.27586206897,5,54
198,1.43311869626,2.36999988556,4.24257425743,7,154
206,1.13421059225,1.8100001812,4.27751196172,7,182
226,1.2779039816,2.29999995232,4.4672489083,8,218
3,0.0174999833107,0.0299999713898,1.5,2,2
177,0.890999935733,1.49000000954,4.12222222222,7,166
7,0.0388889842563,0.0700001716614,2.11111111111,3,6
247,0.530200803136,1.01999998093,4.66265060241,8,234
225,1.26912289753,2.25,4.45614035088,8,218
245,1.50133054776,2.54999995232,4.65322580645,8,246
244,1.41202417752,2.53999996185,4.64777327935,8,246
108,0.370363675464,0.590000152588,3.60909090909,6,102
109,0.24621629715,0.480000019073,3.61261261261,6,90
241,1.41963116067,2.45000004768,4.61475409836,8,218
240,1.40839504116,2.44000005722,4.60905349794,8,218
243,1.41817822534,2.69000005722,4.65587044534,9,247
242,1.43768296978,2.72000002861,4.64227642276,9,246
102,0.233749967355,0.44000005722,3.51923076923,6,90
103,0.243619112741,0.490000009537,3.54285714286,6,90
100,0.242135902053,0.569999933243,3.5145631068,7,103
101,0.343009770495,0.550000190735,3.50485436893,6,103
106,0.40175932425,0.630000114441,3.58333333333,6,90
107,0.259909033775,0.589999914169,3.62727272727,7,110
104,0.245943469821,0.47000002861,3.56603773585,6,90
105,0.258148127132,0.609999895096,3.60185185185,6,103
39,0.191707297069,0.299999952316,3.09756097561,5,26
38,0.129512240247,0.269999980927,3.09756097561,5,26
33,0.119714348657,0.230000019073,2.88571428571,5,26
32,0.160882381832,0.30999994278,2.85294117647,5,26
